sepal_length,sepal_width,petal_length,petal_width,species,Random Column,Random * 10
6.1,2.8,4.0,1.3,Iris-versicolor,0.34553042132643685,3.4553042132643688
6.3,2.5,4.9,1.5,Iris-versicolor,0.8965363334156764,8.965363334156764
6.1,2.8,4.7,1.2,Iris-versicolor,0.9493837065815897,9.493837065815896
6.4,2.9,4.3,1.3,Iris-versicolor,0.10877107535654806,1.0877107535654806
6.6,3.0,4.4,1.4,Iris-versicolor,0.16136587321870965,1.6136587321870965
6.8,2.8,4.8,1.4,Iris-versicolor,0.2956330693225405,2.9563306932254054
6.7,3.0,5.0,1.7,Iris-versicolor,0.6970778361047741,6.970778361047741
6.0,2.9,4.5,1.5,Iris-versicolor,0.48104887519531303,4.81048875195313
5.7,2.6,3.5,1.0,Iris-versicolor,0.8834748643403946,8.834748643403946
5.5,2.4,3.8,1.1,Iris-versicolor,0.04384067873283093,0.4384067873283093
5.5,2.4,3.7,1.0,Iris-versicolor,0.39455578844605255,3.9455578844605252
5.8,2.7,3.9,1.2,Iris-versicolor,0.612658566428217,6.12658566428217
6.0,2.7,5.1,1.6,Iris-versicolor,0.9521482911709999,9.521482911709999
5.4,3.0,4.5,1.5,Iris-versicolor,0.9175240890503625,9.175240890503625
6.0,3.4,4.5,1.6,Iris-versicolor,0.8260385850249543,8.260385850249543
6.7,3.1,4.7,1.5,Iris-versicolor,0.42055353737607626,4.205535373760762
6.3,2.3,4.4,1.3,Iris-versicolor,0.07397576588392629,0.7397576588392629
5.6,3.0,4.1,1.3,Iris-versicolor,0.7211377625037645,7.211377625037645
5.5,2.5,4.0,1.3,Iris-versicolor,0.5172462549629007,5.172462549629007
5.5,2.6,4.4,1.2,Iris-versicolor,0.25335391266332863,2.5335391266332863
6.1,3.0,4.6,1.4,Iris-versicolor,0.3543749401370593,3.543749401370593
5.8,2.6,4.0,1.2,Iris-versicolor,0.8370991028442476,8.370991028442475
5.0,2.3,3.3,1.0,Iris-versicolor,0.06311543324017355,0.6311543324017355
5.6,2.7,4.2,1.3,Iris-versicolor,0.5989875921268728,5.9898759212687285
5.7,3.0,4.2,1.2,Iris-versicolor,0.9179168486430962,9.179168486430962
5.7,2.9,4.2,1.3,Iris-versicolor,0.18005224419608068,1.8005224419608068
6.2,2.9,4.3,1.3,Iris-versicolor,0.7681252125758841,7.68125212575884
5.1,2.5,3.0,1.1,Iris-versicolor,0.03745980736937837,0.37459807369378373
5.7,2.8,4.1,1.3,Iris-versicolor,0.41952166143515457,4.195216614351546
6.3,3.3,6.0,2.5,Iris-virginica,0.38796747958587763,3.8796747958587763
5.8,2.7,5.1,1.9,Iris-virginica,0.23079960687589285,2.3079960687589285
7.1,3.0,5.9,2.1,Iris-virginica,0.4850535839725304,4.850535839725304
6.3,2.9,5.6,1.8,Iris-virginica,0.48186545090146027,4.8186545090146025
6.5,3.0,5.8,2.2,Iris-virginica,0.5088866655331901,5.0888666553319
7.6,3.0,6.6,2.1,Iris-virginica,0.3994226941239881,3.994226941239881
4.9,2.5,4.5,1.7,Iris-virginica,0.1007997046718977,1.007997046718977
7.3,2.9,6.3,1.8,Iris-virginica,0.6545752703652511,6.545752703652511
6.7,2.5,5.8,1.8,Iris-virginica,0.5806409102795845,5.806409102795845
7.2,3.6,6.1,2.5,Iris-virginica,0.3312566458703545,3.3125664587035453
6.5,3.2,5.1,2.0,Iris-virginica,0.6612833244056835,6.612833244056835
6.4,2.7,5.3,1.9,Iris-virginica,0.9175311495794595,9.175311495794595
6.8,3.0,5.5,2.1,Iris-virginica,0.6706558396524441,6.706558396524441
5.7,2.5,5.0,2.0,Iris-virginica,0.0589916251087671,0.589916251087671
5.8,2.8,5.1,2.4,Iris-virginica,0.5473596924890474,5.473596924890474
6.4,3.2,5.3,2.3,Iris-virginica,0.7348305592717893,7.348305592717893
6.5,3.0,5.5,1.8,Iris-virginica,0.10448717462611656,1.0448717462611656
7.7,3.8,6.7,2.2,Iris-virginica,0.20328128983060956,2.0328128983060956
7.7,2.6,6.9,2.3,Iris-virginica,0.4322315347337248,4.3223153473372475
6.0,2.2,5.0,1.5,Iris-virginica,0.665717863765962,6.657178637659619
6.9,3.2,5.7,2.3,Iris-virginica,0.44700476681943524,4.470047668194352
5.6,2.8,4.9,2.0,Iris-virginica,0.17445332226613575,1.7445332226613575
7.7,2.8,6.7,2.0,Iris-virginica,0.759022546519308,7.59022546519308
6.3,2.7,4.9,1.8,Iris-virginica,0.5132109572951663,5.132109572951663
6.7,3.3,5.7,2.1,Iris-virginica,0.5662809121815382,5.662809121815382
7.2,3.2,6.0,1.8,Iris-virginica,0.04519668042590974,0.4519668042590974
6.2,2.8,4.8,1.8,Iris-virginica,0.06051999006854991,0.6051999006854991
6.1,3.0,4.9,1.8,Iris-virginica,0.8289063088422766,8.289063088422765
6.4,2.8,5.6,2.1,Iris-virginica,0.593694326053703,5.93694326053703
7.2,3.0,5.8,1.6,Iris-virginica,0.8772240142102097,8.772240142102097
7.4,2.8,6.1,1.9,Iris-virginica,0.10421736165872997,1.0421736165872997
7.9,3.8,6.4,2.0,Iris-virginica,0.4222729638052728,4.222729638052728
6.4,2.8,5.6,2.2,Iris-virginica,0.8026797851374747,8.026797851374747
6.3,2.8,5.1,1.5,Iris-virginica,0.5407240352595283,5.407240352595283
6.1,2.6,5.6,1.4,Iris-virginica,0.37040321123267306,3.704032112326731
7.7,3.0,6.1,2.3,Iris-virginica,0.6853788886712449,6.853788886712449
6.3,3.4,5.6,2.4,Iris-virginica,0.7886990024483824,7.886990024483824
6.4,3.1,5.5,1.8,Iris-virginica,0.6220776620423264,6.220776620423264
6.0,3.0,4.8,1.8,Iris-virginica,0.5731441820858331,5.731441820858331
6.9,3.1,5.4,2.1,Iris-virginica,0.6501838966110947,6.501838966110947
6.7,3.1,5.6,2.4,Iris-virginica,0.007062388031717437,0.07062388031717437
6.9,3.1,5.1,2.3,Iris-virginica,0.6915679914990537,6.915679914990537
5.8,2.7,5.1,1.9,Iris-virginica,0.24861259912219247,2.4861259912219245
6.8,3.2,5.9,2.3,Iris-virginica,0.6862886636102102,6.862886636102102
6.7,3.3,5.7,2.5,Iris-virginica,0.4968179800899102,4.968179800899102
6.7,3.0,5.2,2.3,Iris-virginica,0.07594394325504972,0.7594394325504972
6.3,2.5,5.0,1.9,Iris-virginica,0.4411109561290193,4.411109561290193
6.5,3.0,5.2,2.0,Iris-virginica,0.025080284406997944,0.25080284406997944
6.2,3.4,5.4,2.3,Iris-virginica,0.3380736795849244,3.380736795849244
5.9,3.0,5.1,1.8,Iris-virginica,0.42655629623843305,4.2655629623843305
